"59510","Ben Lane","makeup supervisor"
"59511","James Z. Flaster","sound (as James Flaster)"
"59512","Arthur Piantadosi","sound"
"59513","Charles J. Rice","sound supervisor"
"59514","Stan Witt","music editor"
"59515","Maury Winetrobe",NULL
"59516","Frank D. Gilroy","(screenplay)"
"59517","Frank D. Gilroy","(novel)"
"59518","Donna Roberts","costumer"
"59519","Dean Skipworth","assistant costume designer"
"59520","Don Vargas","costumer"
"59521","Ernest Anderson","publicist"
"59522","Sheldon Nemoy","title designer"
"59523","Betsy Norton","script supervisor"
"59524","Clyde Hart","key grip"
"59525","Joseph Hernandez","camera assistant"
"59526","Clifford Hutchison","gaffer"
"59527","Bill Johnson","camera operator"
"59528","Harry Young","camera assistant"
"59529","Robert Clatworthy",NULL
"59530","Lucien Ballard","director of photography"
"59531","Elmer Bernstein",NULL
"59532","Michael Kusley","second assistant director (as Mike Kusley)"
"59533","Russell Saunders","assistant director"
"59534","Les Fresholtz","sound re-recordist"
"59535","Al Overton","sound mixer (as Alfred J. Overton)"
"59536","Arthur Piantadosi","sound re-recordist"
"59537","Richard Tyler","sound re-recordist"
"59538","Richard Lawrence","(uncredited)"
"59539","M.J. Frankovich","producer"
"59540","William Self","producer"
"59541","Moss Mabry",NULL
"59542","Augie Lohman","special effects"
"59543","William Young","assistant editor (as Bill Young)"
"59544","Mike Frankovich Jr.","unit production manager"
"59545","Russell Saunders","executive production manager"
"59546","Joe DiBella","makeup artist (as Joe Di Bella)"
"59547","Phil Rhodes","makeup artist"
"59548","Vivienne Walker","hair stylist"
"59549","Wayne Conard","construction coordinator"
"59550","Sam Gordon","property master"
"59551","John Alvin","poster artist (uncredited)"
"59552","Gary Fettis","set dresser (uncredited)"
"59553","Robert S. McDonald","propmaker (uncredited)"
"59554","Frank D. Gilroy",NULL
"59555","George R. Nelson",NULL
"59556","Rachelle Farberman","(as Shelley Ellison)"
"59557","Ralph Burns","orchestrator"
"59558","Billy Byers","additional orchestrator"
"59559","Donald Harris","music editor (as Don Harris)"
"59560","Peter Howard","dance music arranger"
"59561","Harry King","music editor"
"59562","Fred Werner","music supervisor"
"59563","Onna White","choreographer: musical numbers"
"59564","Ralph Burns","musical director (uncredited)"
"59565","Maury Winetrobe",NULL
"59566","Patrick Dennis","(novel ""Auntie Mame"")"
"59567","Jerome Lawrence","(play)"
"59568","Robert E. Lee","(play)"
"59569","Paul Zindel",NULL
"59570","Nancy McArdle","wardrobe: ladies"
"59571","Robert Modes","wardrobe: men"
"59572","Renita Reachi","wardrobe: ladies"
"59573","Bruce Walkup","wardrobe: men"
"59574","Joan Joseff","costume jeweller (uncredited)"
"59575","Gene Saks",NULL
"59576","Martin Allen","associate to choreographer"
"59577","Wayne Fitzgerald","title designer"
"59578","Marie Kenney","script supervisor"
"59579","Carl Manoogian","key grip"
"59580","Bill Johnson","camera operator (uncredited)"
"59581","Robert F. Boyle",NULL
"59582","Philip H. Lathrop","director of photography (as Philip Lathrop)"
"59583","Jerry Herman",NULL
"59584","Jack Aldworth","first assistant director"
"59585","Jerry Ballew","second assistant director (as Jerry Lee Ballew)"
"59586","Jim Benjamin","second assistant director"
"59587","Michael D. Moore","second unit director (as D. Michael Moore)"
"59588","Al Overton Jr.","sound"
"59589","Arthur Piantadosi","re-recordist"
"59590","Harold Michelson",NULL
"59591","James Cresson","producer"
"59592","Robert Fryer","producer"
"59593","Theadora Van Runkle",NULL
"59594","Fred Brookfield","stunts (uncredited)"
"59595","Steven Burnett","stunts (uncredited)"
"59596","Stephanie Epper","stunts (uncredited)"
"59597","Joe Finnegan","stunts: Chuck Connors (uncredited)"
"59598","Jerry Gatlin","stunts (uncredited)"
"59599","Leonard P. Geer","stunts (uncredited)"
"59600","Mickey Gilbert","stunts (uncredited)"
"59601","Chuck Hayward","stunts (uncredited)"
"59602","Eddie Hice","stunts (uncredited)"
"59603","Kevin N. Johnston","stunt double (uncredited)"
"59604","Hubie Kerns","stunts (uncredited)"
"59605","Walt La Rue","stunts (uncredited)"
"59606","Fred McDougall","stunts (uncredited)"
"59607","Bennie Moore","stunts (uncredited)"
"59608","Glenn Randall Jr.","stunts (uncredited)"
"59609","Wally Rose","stunts (uncredited)"
"59610","Walter Scott","stunts (uncredited)"
"59611","Bill Shannon","stunts (uncredited)"
"59612","Ralph H. Martin","assistant film editor (as Ralph Martin)"
"59613","Hal Klein","unit production manager"
"59614","Hal King","makeup artist: Miss Ball"
"59615","Irma Kusely","hair stylist: Miss Ball"
"59616","Jean Burt Reilly","hair stylist"
"59617","Fred Williams","makeup artist"
"59618","Gene Lauritzen","construction coordinator (uncredited)"
"59619","Albert Whitlock","special photographic effects"
"59620","Marvin March",NULL
"59621","Frank 'Cat' Ballou","transportation coordinator (uncredited)"
"59622","Lionel Newman","(uncredited)"
"59623","Skip Martin","(uncredited)"
"59624","Billy May",NULL
"59625","Mary Chase","(play)"
"59626","Theodore Reeves",NULL
"59627","David Bretherton",NULL
"59628","Eugene Grossman","sound"
"59629","Arthur Piantadosi","sound"
"59630","Stephen Bass","sound (uncredited)"
"59631","Al Dripps","sound editor (uncredited)"
"59632","Ralph Hickey","sound editor (uncredited)"
"59633","Robert O'Brien","sound (uncredited)"
"59634","Ray Raymond","sound editor (uncredited)"
"59635","Leonard Doss","color consultant"
"59636","Eli Dunn","assistant director"
"59637","Morris Harmell","second assistant director (uncredited)"
"59638","Sam Benson","wardrobe (uncredited)"
"59639","Josephine Brown","wardrobe (uncredited)"
"59640","Wesley Trist","wardrobe (uncredited)"
"59641","L.B. Abbott","special photographic effects"
"59642","Bill Foster","choreographer"
"59643","Dolores Rubin","script supervisor"
"59644","William R. Anderson","dialogue coach (uncredited)"
"59645","Henry Levin",NULL
"59646","Albert Hogsett",NULL
"59647","Lyle R. Wheeler",NULL
"59648","Ken Darby","vocal supervisor"
"59649","Pete King","orchestrator"
"59650","Skip Martin","orchestrator"
"59651","Billy May","orchestrator"
"59652","Bernard Mayers","orchestrator (uncredited)"
"59653","Stuart A. Reiss",NULL
"59654","Walter M. Scott",NULL
"59655","Charles Le Maire",NULL
"59656","Mary Wills",NULL
"59657","Henry Weinberger","unit production manager (uncredited)"
"59658","Roy Clark","camera operator (uncredited)"
"59659","Bert Kershner","assistant camera (uncredited)"
"59660","Gordon Meagher","assistant camera (uncredited)"
"59661","Ollie Sigurdson","still photographer (uncredited)"
"59662","Paul Vogel",NULL
"59663","Ben Nye","makeup artist"
"59664","Helen Turpin","hair stylist"
"59665","Lynn F. Reynolds","makeup artist (uncredited)"
"59666","Samuel G. Engel","producer"
"59667","Dick Halligan","music arranger (as Richard Halligan)"
"59668","William Saracino","music editor"
"59669","John F. Burnett",NULL
"59670","Bill Manhoff","(play ""The Owl and the Pussycat"")"
"59671","Buck Henry","(screenplay)"
"59672","George Newman","wardrobe"
"59673","Shirlee Strahm","wardrobe"
"59674","Wayne Fitzgerald","title designer"
"59675","Pat Fowler","stage presenter: New York"
"59676","Leo Garen","production assistant"
"59677","Marguerite James","script supervisor"
"59678","Philip Rose","stage presenter: New York"
"59679","B.J. Bjorkman","script supervisor (uncredited)"
"59680","Edward Knott","grip"
"59681","Richard Quinlan","gaffer"
"59682","Gary Muller","second assistant camera (uncredited)"
"59683","John Robert Lloyd",NULL
"59684","Andrew Laszlo","director of photography"
"59685","Harry Stradling Sr.","director of photography (as Harry Stradling)"
"59686","Dick Halligan","(as Richard Halligan)"
"59687","William C. Gerrity","assistant director"
"59688","Dennis Maitland","sound"
"59689","Arthur Piantadosi","sound"
"59690","Philip Rosenberg",NULL
"59691","Robert Wightman",NULL
"59692","George Justin","associate producer"
"59693","Ray Stark","producer"
"59694","Ann Roth",NULL
"59695","Margaret Booth","supervising film editor"
"59696","Lyman Hallowell","dialogue editor (uncredited)"
"59697","Sati Tooray","colorist (uncredited)"
"59698","Robert Greenhut","unit production manager"
"59699","George Justin","production supervisor"
"59700","Joe Cranzano","makeup artist"
"59701","Bob Grimaldi","hair stylist (as Robert Grimaldi)"
"59702","Lee Harman","makeup artist"
"59703","Jan Van Uchelen","hair stylist (uncredited)"
"59704","Ken Adam","design supervisor"
"59705","Herbert Ross",NULL
"59706","Leif Pederen","(as Leif Pedersen)"
"59707","Marion Dougherty",NULL
"59708","Jerry MacDonald","music editor (as Jerry Macdonald)"
"59709","William Sackheim","choral supervisor (as Bill Sackheim)"
"59710","Dan Wallin","score mixer (uncredited)"
"59711","Robert Swink","(as Robert E. Swink)"
"59712","Andrew Bergman","(written by)"
"59713","John A. Anderson","costume supervisor (as John Anderson)"
"59714","Phyllis Garr","costumer: women"
"59715","Phyllis Gardner","unit publicist"
"59716","Florence Luneau","secretary to producer"
"59717","Paul Pav","location manager"
"59718","Don Record","title design"
"59719","Dolores Rubin","script supervisor (as Dolores Levin)"
"59720","Lee Stitch","production secretary"
"59721","Brenda White","secretary to director"
"59722","Eric D. Andersen","camera operator (as Eric Andersen)"
"59723","Jack Gereghty","still photographer"
"59724","Norman Harris","gaffer"
"59725","Ron Kenyon","best boy"
"59726","Richard Moran","key grip"
"59727","Johnny Walker","first assistant cameraman (as John Walker)"
"59728","Robert Seaman","additional camera operator (uncredited)"
"59729","Pato Guzman",NULL
"59730","David M. Walsh","director of photography"
"59731","John Morris",NULL
"59732","Carole Keligian","assistant director trainee"
"59733","John T. Kretchmer","second assistant director (as John Kretchmer)"
"59734","Jack Roe","assistant director"
"59735","Clint Althouse","boom man"
"59736","Les Fresholtz","sound re-recording mixer"
"59737","Larry Jost","sound mixer"
"59738","Michael Minkler","sound re-recording mixer"
"59739","Arthur Piantadosi","sound re-recording mixer"
"59740","Sam F. Shaw","sound effects editor (as Sam Shaw)"
"59741","Ken Dufva","foley artist (uncredited)"
"59742","Jerry Jacobson","adr editor (uncredited)"
"59743","Joel Marrow","transportation coordinator"
"59744","John M. Woodward","transportation captain (as John Woodward)"
"59745","Bobby Marsh","driver (uncredited)"
"59746","Joseph Sullivan","driver (uncredited)"
"59747","Alan Arkin","executive producer"
"59748","Arthur Hiller","producer"
"59749","William Sackheim","producer"
"59750","Dorothy Wilde","associate producer"
"59751","Milt Rice","special effects"
"59752","Tony Parmelee","special effects (uncredited)"
"59753","Kevin Pike","special effects assistant (uncredited)"
"59754","Bennie E. Dobbins","stunt (as Bennie Dobbins)"
"59755","Chris Howell","stunt"
"59756","John Hudkins","stunt"
"59757","Gray Johnson","stunt"
"59758","Mike Johnson","stunt"
"59759","John Moio","stunt"
"59760","Rick Sawaya","stunt"
"59761","Jerry Summers","stunt (as Jerry Sommers)"
"59762","Chuck Waters","stunt"
"59763","Phil Chong","stunts (uncredited)"
"59764","Hubie Kerns Jr.","stunt driver (uncredited)"
"59765","Jesse Wayne","stunt driver (uncredited)"
"59766","Dennis Wooley","assistant film editor"
"59767","David Silver","unit production manager"
"59768","Del Armstrong","makeup artist"
"59769","Mark Busson","makeup artist"
"59770","Francine Haendiges","hair stylist"
"59771","Dione Taylor","hair stylist"
"59772","Sidney H. Greenwood","property master (as Syd Greenwood)"
"59773","Michael J. Smith","construction coordinator (as Michael Smith)"
"59774","Stan Cockerell","assistant property master (uncredited)"
"59775","Richard M. Kristy","lead man (uncredited)"
"59776","Arthur Hiller",NULL
"59777","Ernie Bishop",NULL
"59778","Robert De Vestel",NULL
"59779","Dianne Crittenden",NULL
"59780","Dave Grusin",NULL
"59781","Rusty Meek","assistant director"
"59782","Pat Somerset",NULL
"59783","James Z. Flaster","sound"
"59784","Arthur Piantadosi","sound"
"59785","Charles J. Rice","sound supervisor"
"59786","Abe Lincoln Jr.","assistant film editor (uncredited)"
"59787","Reginald Denham","(play ""Ladies in Retirement"") and"
"59788","Edward Percy","(play ""Ladies in Retirement"")"
"59789","Garrett Fort","(earlier screenplay) &"
"59790","Reginald Denham","(earlier screenplay)"
"59791","Bernard Girard","(writer) &"
"59792","A.Z. Martin","(writer)"
"59793","Richard Hazard","orchestrator (uncredited)"
"59794","Norman Maurer","producer"
"59795","Sydney Z. Litwack",NULL
"59796","Bernard Girard",NULL
"59797","Sidney Clifford",NULL
"59798","Moss Mabry",NULL
"59799","Harry Stradling Jr.",NULL
"59800","Virginia Jones","hair stylist"
"59801","Ben Lane","makeup supervisor"
"59802","Tom Patchett",NULL
"59803","Jay Tarses",NULL
"59804","Bud Molin","co-editor"
"59805","Ron Spang",NULL
"59806","Hubert de La Bouillerie","music editor (as Hubert C. de la Bouillerie)"
"59807","Jody Worth","music supervisor (as Jody Taylor Worth)"
"59808","Michael J. Harte","costume supervisor"
"59809","Agnes Lyon","costumer: women"
"59810","Daniel Grant North","assistant costumer"
"59811","Lea Andrews","production secretary"
"59812","William M. Gaines","creator: ""Mad"" magazine"
"59813","Anthony Goldschmidt","title montage"
"59814","Nancy Hamilton","unit publicist"
"59815","Judy Rosenthal","script supervisor"
"59816","Stephanie Angelini","production assistant (uncredited)"
"59817","Pat Campea Jr.","best boy grip / grip"
"59818","Andrew Davis","director of photography: special effects second unit"
"59819","Ralph Gerling","camera operator"
"59820","Henry Harrison","first assistant camera"
"59821","Paul Jacobsen","electrician"
"59822","David M. Lang","second assistant camera"
"59823","Tom May","key grip"
"59824","Richard Craig Meinardus","first assistant camera"
"59825","Randall Robinson","first assistant camera: special effects unit"
"59826","Frank Ruttencutter","camera operator"
"59827","Don Smetzer","still photographer"
"59828","Jack Wilson","gaffer"
"59829","Peter Wooley",NULL
"59830","Harry Stradling Jr.",NULL
"59831","Forrest L. Futrell","dga trainee (as Forrest Futrell)"
"59832","Bud Molin","second unit director"
"59833","James Quinn","first assistant director (as James J. Quinn)"
"59834","Kalai Strode","second assistant director"
"59835","Martin Raymond Bolger","sound mixer"
"59836","Les Fresholtz","sound re-recording mixer"
"59837","Andrew Herbert","sound effects editor"
"59838","Gilbert D. Marchant","sound effects editor"
"59839","Michael Minkler","sound re-recording mixer"
"59840","Arthur Piantadosi","sound re-recording mixer"
"59841","Jack Schrader","dialogue editor"
"59842","Hal Whitby","boom operator"
"59843","Rocky Blodgett","transportation captain"
"59844","Gary Hellerstein","transportation coordinator"
"59845","Bernie Brillstein","executive producer"
"59846","Danton Rissner","producer"
"59847","Marvin Worth","producer"
"59848","Candy Flanagin","special effects"
"59849","Jerry Brutsche","stunts"
"59850","Richard E. Butler","stunt coordinator / stunts"
"59851","Michael Cassidy","stunts"
"59852","Ann Chatterton","stunts"
"59853","Erik Cord","stunts"
